Gene_ID;Gene;Entity1_type;Gene_ID.1;Gene.1;Entity2_type;LADME
PA26554;CLCNKB;GENE;PA134911659;BSND;GENE;
PA33388;PLCD1;GENE;PA26097;CASR;GENE;
PA33388;PLCD1;GENE;PA33759;PRKCA;GENE;
PA33388;PLCD1;GENE;PA33761;PRKCB;GENE;
PA33388;PLCD1;GENE;PA33766;PRKCG;GENE;
PA33388;PLCD1;GENE;PA33767;PRKCH;GENE;
PA33388;PLCD1;GENE;PA33768;PRKCI;GENE;
PA33388;PLCD1;GENE;PA33771;PRKD1;GENE;
PA33388;PLCD1;GENE;PA33775;PRKCZ;GENE;
PA162399173;PDX1;GENE;PA24684;AKT1;GENE;
PA33775;PRKCZ;GENE;PA128394595;PLCH1;GENE;
PA33775;PRKCZ;GENE;PA134875646;PLCZ1;GENE;
PA33775;PRKCZ;GENE;PA134914471;PLCH2;GENE;
PA33775;PRKCZ;GENE;PA33384;PLCB1;GENE;
PA33775;PRKCZ;GENE;PA33385;PLCB2;GENE;
PA33775;PRKCZ;GENE;PA33386;PLCB3;GENE;
PA33775;PRKCZ;GENE;PA33387;PLCB4;GENE;
PA33775;PRKCZ;GENE;PA33388;PLCD1;GENE;
PA33775;PRKCZ;GENE;PA33389;PLCD3;GENE;
PA33775;PRKCZ;GENE;PA33390;PLCD4;GENE;
PA33775;PRKCZ;GENE;PA33391;PLCE1;GENE;
PA33775;PRKCZ;GENE;PA33392;PLCG1;GENE;
PA33775;PRKCZ;GENE;PA33393;PLCG2;GENE;
PA33775;PRKCZ;GENE;PA33394;PLCL1;GENE;
PA33775;PRKCZ;GENE;PA33395;PLCL2;GENE;
PA33775;PRKCZ;GENE;PA34183;RAF1;GENE;
PA33775;PRKCZ;GENE;PA39;ADRB2;GENE;
PA31534;NEDD4L;GENE;PA162403013;SGK1;GENE;
PA31534;NEDD4L;GENE;PA305;SCNN1A;GENE;
PA31534;NEDD4L;GENE;PA306;SCNN1B;GENE;
PA31534;NEDD4L;GENE;PA307;SCNN1G;GENE;
PA31534;NEDD4L;GENE;PA321;SLC12A3;GENE;
PA31534;NEDD4L;GENE;PA62;ATP1A1;GENE;
PA33390;PLCD4;GENE;PA26097;CASR;GENE;
PA33390;PLCD4;GENE;PA33759;PRKCA;GENE;
PA33390;PLCD4;GENE;PA33761;PRKCB;GENE;
PA33390;PLCD4;GENE;PA33766;PRKCG;GENE;
PA33390;PLCD4;GENE;PA33767;PRKCH;GENE;
PA33390;PLCD4;GENE;PA33768;PRKCI;GENE;
PA33390;PLCD4;GENE;PA33771;PRKD1;GENE;
PA33390;PLCD4;GENE;PA33775;PRKCZ;GENE;
PA134963361;MAFA;GENE;PA24684;AKT1;GENE;
PA134963361;MAFA;GENE;PA283;MAPK8;GENE;
PA134963361;MAFA;GENE;PA30621;MAPK14;GENE;
PA51;APOC1;GENE;PA164742099;MTTP;GENE;
PA27068;CYB5A;GENE;PA27331;CYB5R3;GENE;
PA33384;PLCB1;GENE;PA134864200;GNB4;GENE;
PA33384;PLCB1;GENE;PA174;GNAQ;GENE;
PA33384;PLCB1;GENE;PA176;GNB3;GENE;
PA33384;PLCB1;GENE;PA179;GP1BB;GENE;
PA33384;PLCB1;GENE;PA204;ITGA2;GENE;
PA33384;PLCB1;GENE;PA205;ITGB3;GENE;
PA33384;PLCB1;GENE;PA26097;CASR;GENE;
PA33384;PLCB1;GENE;PA26212;CD36;GENE;
PA33384;PLCB1;GENE;PA270;PLA2G2A;GENE;
PA33384;PLCB1;GENE;PA271;PLA2G4A;GENE;
PA33384;PLCB1;GENE;PA28764;GNA11;GENE;
PA33384;PLCB1;GENE;PA28765;GNA12;GENE;
PA33384;PLCB1;GENE;PA28766;GNA13;GENE;
PA33384;PLCB1;GENE;PA28768;GNA15;GENE;
PA33384;PLCB1;GENE;PA28776;GNB1;GENE;
PA33384;PLCB1;GENE;PA28777;GNB1L;GENE;
PA33384;PLCB1;GENE;PA28778;GNB2;GENE;
PA33384;PLCB1;GENE;PA28784;GNG2;GENE;
PA33384;PLCB1;GENE;PA28785;GNG3;GENE;
PA33384;PLCB1;GENE;PA28786;GNG4;GENE;
PA33384;PLCB1;GENE;PA28787;GNG5;GENE;
PA33384;PLCB1;GENE;PA28789;GNG7;GENE;
PA33384;PLCB1;GENE;PA28823;GP5;GENE;
PA33384;PLCB1;GENE;PA28824;GP6;GENE;
PA33384;PLCB1;GENE;PA28825;GP9;GENE;
PA33384;PLCB1;GENE;PA29938;ITGA2B;GENE;
PA33384;PLCB1;GENE;PA33364;PLA2G4B;GENE;
PA33384;PLCB1;GENE;PA33759;PRKCA;GENE;
PA33384;PLCB1;GENE;PA33761;PRKCB;GENE;
PA33384;PLCB1;GENE;PA33766;PRKCG;GENE;
PA33384;PLCB1;GENE;PA33767;PRKCH;GENE;
PA33384;PLCB1;GENE;PA33768;PRKCI;GENE;
PA33384;PLCB1;GENE;PA33771;PRKD1;GENE;
PA33384;PLCB1;GENE;PA33775;PRKCZ;GENE;
PA33384;PLCB1;GENE;PA39;ADRB2;GENE;
PA179;GP1BB;GENE;PA26716;COL3A1;GENE;
PA179;GP1BB;GENE;PA26717;COL4A1;GENE;
PA179;GP1BB;GENE;PA26718;COL4A2;GENE;
PA179;GP1BB;GENE;PA33384;PLCB1;GENE;
PA179;GP1BB;GENE;PA33393;PLCG2;GENE;
PA179;GP1BB;GENE;PA35041;COL1A1;GENE;
PA179;GP1BB;GENE;PA35042;COL1A2;GENE;
PA33680;PPP3CC;GENE;PA248;NFKB1;GENE;
PA33680;PPP3CC;GENE;PA296;RELA;GENE;
PA33680;PPP3CC;GENE;PA31582;NFATC1;GENE;
PA33680;PPP3CC;GENE;PA31583;NFATC2;GENE;
PA33680;PPP3CC;GENE;PA31584;NFATC4;GENE;
PA33680;PPP3CC;GENE;PA31600;NFKB2;GENE;
PA33680;PPP3CC;GENE;PA34321;REL;GENE;
PA33680;PPP3CC;GENE;PA34322;RELB;GENE;
PA271;PLA2G4A;GENE;PA33384;PLCB1;GENE;
PA271;PLA2G4A;GENE;PA33393;PLCG2;GENE;
PA129;CYP2E1;GENE;PA164722867;MIR570;GENE;
PA38243;STK39;GENE;PA134875400;WNK4;GENE;
PA38243;STK39;GENE;PA134973207;OXSR1;GENE;
PA38243;STK39;GENE;PA321;SLC12A3;GENE;
PA38243;STK39;GENE;PA33782;WNK1;GENE;
PA38243;STK39;GENE;PA33784;WNK3;GENE;
PA29560;HTR6;GENE;PA175;GNAS;GENE;
PA134913435;SHC3;GENE;PA30592;MAP3K1;GENE;
PA134913435;SHC3;GENE;PA34183;RAF1;GENE;
PA134913435;SHC3;GENE;PA7360;EGFR;GENE;
PA346;SULT2A1;GENE;PA31751;NR1H3;GENE;
PA270;PLA2G2A;GENE;PA33384;PLCB1;GENE;
PA270;PLA2G2A;GENE;PA33393;PLCG2;GENE;
PA130;CYP3A4;GENE;PA164722621;MIR27A;GENE;
PA130;CYP3A4;GENE;PA378;NR1I2;GENE;
PA130;CYP3A4;GENE;PA391;NR1I3;GENE;
PA31768;NRAS;GENE;PA24928;ARAF;GENE;
PA31768;NRAS;GENE;PA25408;BRAF;GENE;
PA31768;NRAS;GENE;PA26880;CRK;GENE;
PA31768;NRAS;GENE;PA28127;FGFR1;GENE;
PA31768;NRAS;GENE;PA28180;FLT1;GENE;
PA31768;NRAS;GENE;PA28181;FLT3;GENE;
PA31768;NRAS;GENE;PA28183;FLT4;GENE;
PA31768;NRAS;GENE;PA30086;KDR;GENE;
PA31768;NRAS;GENE;PA30128;KIT;GENE;
PA31768;NRAS;GENE;PA30592;MAP3K1;GENE;
PA31768;NRAS;GENE;PA33148;PDGFRB;GENE;
PA31768;NRAS;GENE;PA34183;RAF1;GENE;
PA31768;NRAS;GENE;PA34335;RET;GENE;
PA31768;NRAS;GENE;PA7360;EGFR;GENE;
PA29444;HRAS;GENE;PA24928;ARAF;GENE;
PA29444;HRAS;GENE;PA25408;BRAF;GENE;
PA29444;HRAS;GENE;PA26880;CRK;GENE;
PA29444;HRAS;GENE;PA28127;FGFR1;GENE;
PA29444;HRAS;GENE;PA28180;FLT1;GENE;
PA29444;HRAS;GENE;PA28181;FLT3;GENE;
PA29444;HRAS;GENE;PA28183;FLT4;GENE;
PA29444;HRAS;GENE;PA30086;KDR;GENE;
PA29444;HRAS;GENE;PA30128;KIT;GENE;
PA29444;HRAS;GENE;PA30592;MAP3K1;GENE;
PA29444;HRAS;GENE;PA33148;PDGFRB;GENE;
PA29444;HRAS;GENE;PA34183;RAF1;GENE;
PA29444;HRAS;GENE;PA34335;RET;GENE;
PA29444;HRAS;GENE;PA7360;EGFR;GENE;
PA176;GNB3;GENE;PA134971947;P2RY12;GENE;
PA176;GNB3;GENE;PA164741137;ADCY3;GENE;
PA176;GNB3;GENE;PA27946;F2R;GENE;
PA176;GNB3;GENE;PA27949;F2RL3;GENE;
PA176;GNB3;GENE;PA32868;P2RY1;GENE;
PA176;GNB3;GENE;PA33384;PLCB1;GENE;
PA176;GNB3;GENE;PA33385;PLCB2;GENE;
PA176;GNB3;GENE;PA33386;PLCB3;GENE;
PA176;GNB3;GENE;PA33387;PLCB4;GENE;
PA176;GNB3;GENE;PA33393;PLCG2;GENE;
PA176;GNB3;GENE;PA348;TBXA2R;GENE;
PA25408;BRAF;GENE;PA212;KCNH2;GENE;
PA25408;BRAF;GENE;PA29444;HRAS;GENE;
PA25408;BRAF;GENE;PA30196;KRAS;GENE;
PA25408;BRAF;GENE;PA30584;MAP2K1;GENE;
PA25408;BRAF;GENE;PA30587;MAP2K2;GENE;
PA25408;BRAF;GENE;PA30932;MRAS;GENE;
PA25408;BRAF;GENE;PA31768;NRAS;GENE;
PA25408;BRAF;GENE;PA34861;RRAS;GENE;
PA28776;GNB1;GENE;PA33384;PLCB1;GENE;
PA28776;GNB1;GENE;PA33385;PLCB2;GENE;
PA28776;GNB1;GENE;PA33386;PLCB3;GENE;
PA28776;GNB1;GENE;PA33387;PLCB4;GENE;
PA29549;HTR1B;GENE;PA172;GNAI1;GENE;
PA29549;HTR1B;GENE;PA173;GNAI3;GENE;
PA29549;HTR1B;GENE;PA24347;GNAI2;GENE;
PA7360;EGFR;GENE;PA134913435;SHC3;GENE;
PA7360;EGFR;GENE;PA134971076;SHC2;GENE;
PA7360;EGFR;GENE;PA28962;GRB2;GENE;
PA7360;EGFR;GENE;PA29444;HRAS;GENE;
PA7360;EGFR;GENE;PA29988;JAK1;GENE;
PA7360;EGFR;GENE;PA30196;KRAS;GENE;
PA7360;EGFR;GENE;PA30932;MRAS;GENE;
PA7360;EGFR;GENE;PA31768;NRAS;GENE;
PA7360;EGFR;GENE;PA33308;PIK3CA;GENE;
PA7360;EGFR;GENE;PA33309;PIK3CB;GENE;
PA7360;EGFR;GENE;PA33310;PIK3CD;GENE;
PA7360;EGFR;GENE;PA33311;PIK3CG;GENE;
PA7360;EGFR;GENE;PA33312;PIK3R1;GENE;
PA7360;EGFR;GENE;PA33313;PIK3R2;GENE;
PA7360;EGFR;GENE;PA33314;PIK3R3;GENE;
PA7360;EGFR;GENE;PA33392;PLCG1;GENE;
PA7360;EGFR;GENE;PA33393;PLCG2;GENE;
PA7360;EGFR;GENE;PA34861;RRAS;GENE;
PA7360;EGFR;GENE;PA35746;SHC1;GENE;
PA7360;EGFR;GENE;PA36024;SOS1;GENE;
PA33747;PRKAB2;GENE;PA134983031;GPAM;GENE;
PA33747;PRKAB2;GENE;PA142672073;CRTC2;GENE;
PA33747;PRKAB2;GENE;PA189;HMGCR;GENE;
PA33747;PRKAB2;GENE;PA24421;ACACA;GENE;
PA33747;PRKAB2;GENE;PA24422;ACACB;GENE;
PA33747;PRKAB2;GENE;PA30861;MLYCD;GENE;
PA33747;PRKAB2;GENE;PA335;SREBF1;GENE;
PA33747;PRKAB2;GENE;PA35879;SLC2A4;GENE;
PA33747;PRKAB2;GENE;PA36198;STK11;GENE;
PA33747;PRKAB2;GENE;PA37353;MLXIPL;GENE;
PA33747;PRKAB2;GENE;PA37935;SIRT1;GENE;
PA33747;PRKAB2;GENE;PA61;ATM;GENE;
PA33389;PLCD3;GENE;PA26097;CASR;GENE;
PA33389;PLCD3;GENE;PA33759;PRKCA;GENE;
PA33389;PLCD3;GENE;PA33761;PRKCB;GENE;
PA33389;PLCD3;GENE;PA33766;PRKCG;GENE;
PA33389;PLCD3;GENE;PA33767;PRKCH;GENE;
PA33389;PLCD3;GENE;PA33768;PRKCI;GENE;
PA33389;PLCD3;GENE;PA33771;PRKD1;GENE;
PA33389;PLCD3;GENE;PA33775;PRKCZ;GENE;
PA30535;MAFB;GENE;PA283;MAPK8;GENE;
PA30535;MAFB;GENE;PA30621;MAPK14;GENE;
PA25268;BATF;GENE;PA283;MAPK8;GENE;
PA25268;BATF;GENE;PA30621;MAPK14;GENE;
PA33304;PIK3C2A;GENE;PA134941638;FGFR1OP;GENE;
PA33304;PIK3C2A;GENE;PA134972108;FGFR1OP2;GENE;
PA33304;PIK3C2A;GENE;PA24684;AKT1;GENE;
PA33304;PIK3C2A;GENE;PA24685;AKT2;GENE;
PA33304;PIK3C2A;GENE;PA24686;AKT3;GENE;
PA33304;PIK3C2A;GENE;PA28127;FGFR1;GENE;
PA33304;PIK3C2A;GENE;PA28128;FGFR2;GENE;
PA33304;PIK3C2A;GENE;PA28129;FGFR3;GENE;
PA33304;PIK3C2A;GENE;PA28130;FGFR4;GENE;
PA33304;PIK3C2A;GENE;PA28131;FGFR3P1;GENE;
PA33304;PIK3C2A;GENE;PA28132;FGFRL1;GENE;
PA33304;PIK3C2A;GENE;PA28180;FLT1;GENE;
PA33304;PIK3C2A;GENE;PA28183;FLT4;GENE;
PA33304;PIK3C2A;GENE;PA29457;HRH2;GENE;
PA33304;PIK3C2A;GENE;PA30086;KDR;GENE;
PA123;CYP2B6;GENE;PA378;NR1I2;GENE;
PA123;CYP2B6;GENE;PA391;NR1I3;GENE;
PA62;ATP1A1;GENE;PA162409589;ZEB1;GENE;
PA62;ATP1A1;GENE;PA30616;MAPK1;GENE;
PA62;ATP1A1;GENE;PA30622;MAPK3;GENE;
PA62;ATP1A1;GENE;PA31;ADD1;GENE;
PA62;ATP1A1;GENE;PA31534;NEDD4L;GENE;
PA62;ATP1A1;GENE;PA33663;PPP2CA;GENE;
PA62;ATP1A1;GENE;PA33745;PRKAA2;GENE;
PA62;ATP1A1;GENE;PA33765;PRKCE;GENE;
PA62;ATP1A1;GENE;PA40;GRK2;GENE;
PA62;ATP1A1;GENE;PA41;GRK3;GENE;
PA62;ATP1A1;GENE;PA60;ARRB2;GENE;
PA31741;NPY2R;GENE;PA255;NPY;GENE;
PA31741;NPY2R;GENE;PA34090;PYY;GENE;
PA39;ADRB2;GENE;PA172;GNAI1;GENE;
PA39;ADRB2;GENE;PA173;GNAI3;GENE;
PA39;ADRB2;GENE;PA175;GNAS;GENE;
PA39;ADRB2;GENE;PA24347;GNAI2;GENE;
PA39;ADRB2;GENE;PA27745;ELF2;GENE;
PA39;ADRB2;GENE;PA33384;PLCB1;GENE;
PA39;ADRB2;GENE;PA33385;PLCB2;GENE;
PA39;ADRB2;GENE;PA33386;PLCB3;GENE;
PA39;ADRB2;GENE;PA33387;PLCB4;GENE;
PA39;ADRB2;GENE;PA33759;PRKCA;GENE;
PA39;ADRB2;GENE;PA33761;PRKCB;GENE;
PA39;ADRB2;GENE;PA33763;PRKCD;GENE;
PA39;ADRB2;GENE;PA33764;CAVIN3;GENE;
PA39;ADRB2;GENE;PA33765;PRKCE;GENE;
PA39;ADRB2;GENE;PA33766;PRKCG;GENE;
PA39;ADRB2;GENE;PA33767;PRKCH;GENE;
PA39;ADRB2;GENE;PA33773;PRKCQ;GENE;
PA39;ADRB2;GENE;PA33775;PRKCZ;GENE;
PA39;ADRB2;GENE;PA40;GRK2;GENE;
PA39;ADRB2;GENE;PA41;GRK3;GENE;
PA39;ADRB2;GENE;PA59;ARRB1;GENE;
PA39;ADRB2;GENE;PA60;ARRB2;GENE;
PA24561;ADCY2;GENE;PA172;GNAI1;GENE;
PA24561;ADCY2;GENE;PA173;GNAI3;GENE;
PA24561;ADCY2;GENE;PA175;GNAS;GENE;
PA24561;ADCY2;GENE;PA24347;GNAI2;GENE;
PA134972108;FGFR1OP2;GENE;PA26880;CRK;GENE;
PA134972108;FGFR1OP2;GENE;PA28115;FGF2;GENE;
PA134972108;FGFR1OP2;GENE;PA33304;PIK3C2A;GENE;
PA134972108;FGFR1OP2;GENE;PA33305;PIK3C2B;GENE;
PA34361;RGS1;GENE;PA172;GNAI1;GENE;
PA34361;RGS1;GENE;PA173;GNAI3;GENE;
PA34361;RGS1;GENE;PA175;GNAS;GENE;
PA34361;RGS1;GENE;PA24347;GNAI2;GENE;
PA28131;FGFR3P1;GENE;PA26880;CRK;GENE;
PA28131;FGFR3P1;GENE;PA28115;FGF2;GENE;
PA28131;FGFR3P1;GENE;PA33304;PIK3C2A;GENE;
PA28131;FGFR3P1;GENE;PA33305;PIK3C2B;GENE;
PA273;PLTP;GENE;PA24887;APOA4;GENE;
PA273;PLTP;GENE;PA49;APOA1;GENE;
PA162392499;JDP2;GENE;PA283;MAPK8;GENE;
PA162392499;JDP2;GENE;PA30621;MAPK14;GENE;
PA28765;GNA12;GENE;PA27946;F2R;GENE;
PA28765;GNA12;GENE;PA27949;F2RL3;GENE;
PA28765;GNA12;GENE;PA32868;P2RY1;GENE;
PA28765;GNA12;GENE;PA33384;PLCB1;GENE;
PA28765;GNA12;GENE;PA33393;PLCG2;GENE;
PA28765;GNA12;GENE;PA348;TBXA2R;GENE;
PA33759;PRKCA;GENE;PA128394595;PLCH1;GENE;
PA33759;PRKCA;GENE;PA134875646;PLCZ1;GENE;
PA33759;PRKCA;GENE;PA134914471;PLCH2;GENE;
PA33759;PRKCA;GENE;PA248;NFKB1;GENE;
PA33759;PRKCA;GENE;PA27749;ELK1;GENE;
PA33759;PRKCA;GENE;PA28212;FOS;GENE;
PA33759;PRKCA;GENE;PA296;RELA;GENE;
PA33759;PRKCA;GENE;PA30006;JUN;GENE;
PA33759;PRKCA;GENE;PA31353;MYC;GENE;
PA33759;PRKCA;GENE;PA31600;NFKB2;GENE;
PA33759;PRKCA;GENE;PA33384;PLCB1;GENE;
PA33759;PRKCA;GENE;PA33385;PLCB2;GENE;
PA33759;PRKCA;GENE;PA33386;PLCB3;GENE;
PA33759;PRKCA;GENE;PA33387;PLCB4;GENE;
PA33759;PRKCA;GENE;PA33388;PLCD1;GENE;
PA33759;PRKCA;GENE;PA33389;PLCD3;GENE;
PA33759;PRKCA;GENE;PA33390;PLCD4;GENE;
PA33759;PRKCA;GENE;PA33391;PLCE1;GENE;
PA33759;PRKCA;GENE;PA33392;PLCG1;GENE;
PA33759;PRKCA;GENE;PA33393;PLCG2;GENE;
PA33759;PRKCA;GENE;PA33394;PLCL1;GENE;
PA33759;PRKCA;GENE;PA33395;PLCL2;GENE;
PA33759;PRKCA;GENE;PA337;STAT3;GENE;
PA33759;PRKCA;GENE;PA338;STAT5A;GENE;
PA33759;PRKCA;GENE;PA34183;RAF1;GENE;
PA33759;PRKCA;GENE;PA36042;SP1;GENE;
PA33759;PRKCA;GENE;PA36183;STAT1;GENE;
PA33759;PRKCA;GENE;PA36184;STAT2;GENE;
PA33759;PRKCA;GENE;PA36185;STAT4;GENE;
PA33759;PRKCA;GENE;PA36186;STAT5B;GENE;
PA33759;PRKCA;GENE;PA39;ADRB2;GENE;
PA134875400;WNK4;GENE;PA213;KCNJ1;GENE;
PA134875400;WNK4;GENE;PA305;SCNN1A;GENE;
PA134875400;WNK4;GENE;PA306;SCNN1B;GENE;
PA134875400;WNK4;GENE;PA307;SCNN1G;GENE;
PA134875400;WNK4;GENE;PA321;SLC12A3;GENE;
PA134875400;WNK4;GENE;PA33782;WNK1;GENE;
PA134875400;WNK4;GENE;PA38243;STK39;GENE;
PA27749;ELK1;GENE;PA134992438;CAMK1D;GENE;
PA27749;ELK1;GENE;PA24684;AKT1;GENE;
PA27749;ELK1;GENE;PA24685;AKT2;GENE;
PA27749;ELK1;GENE;PA24686;AKT3;GENE;
PA27749;ELK1;GENE;PA26048;CAMK1;GENE;
PA27749;ELK1;GENE;PA26049;CAMK1G;GENE;
PA27749;ELK1;GENE;PA283;MAPK8;GENE;
PA27749;ELK1;GENE;PA30616;MAPK1;GENE;
PA27749;ELK1;GENE;PA30622;MAPK3;GENE;
PA27749;ELK1;GENE;PA337;STAT3;GENE;
PA27749;ELK1;GENE;PA33759;PRKCA;GENE;
PA27749;ELK1;GENE;PA33761;PRKCB;GENE;
PA27749;ELK1;GENE;PA33766;PRKCG;GENE;
PA27749;ELK1;GENE;PA338;STAT5A;GENE;
PA27749;ELK1;GENE;PA36183;STAT1;GENE;
PA27749;ELK1;GENE;PA36184;STAT2;GENE;
PA27749;ELK1;GENE;PA36185;STAT4;GENE;
PA27749;ELK1;GENE;PA36186;STAT5B;GENE;
PA27749;ELK1;GENE;PA90;CAMK2A;GENE;
PA27749;ELK1;GENE;PA91;CAMK2B;GENE;
PA27749;ELK1;GENE;PA92;CAMK2D;GENE;
PA27749;ELK1;GENE;PA93;CAMK2G;GENE;
PA30622;MAPK3;GENE;PA248;NFKB1;GENE;
PA30622;MAPK3;GENE;PA27749;ELK1;GENE;
PA30622;MAPK3;GENE;PA27902;ETS1;GENE;
PA30622;MAPK3;GENE;PA28212;FOS;GENE;
PA30622;MAPK3;GENE;PA284;MAP2K7;GENE;
PA30622;MAPK3;GENE;PA296;RELA;GENE;
PA30622;MAPK3;GENE;PA30006;JUN;GENE;
PA30622;MAPK3;GENE;PA30584;MAP2K1;GENE;
PA30622;MAPK3;GENE;PA30587;MAP2K2;GENE;
PA30622;MAPK3;GENE;PA30588;MAP2K3;GENE;
PA30622;MAPK3;GENE;PA30589;MAP2K4;GENE;
PA30622;MAPK3;GENE;PA30590;MAP2K5;GENE;
PA30622;MAPK3;GENE;PA30591;MAP2K6;GENE;
PA30622;MAPK3;GENE;PA31353;MYC;GENE;
PA30622;MAPK3;GENE;PA31600;NFKB2;GENE;
PA30622;MAPK3;GENE;PA337;STAT3;GENE;
PA30622;MAPK3;GENE;PA338;STAT5A;GENE;
PA30622;MAPK3;GENE;PA36042;SP1;GENE;
PA30622;MAPK3;GENE;PA36183;STAT1;GENE;
PA30622;MAPK3;GENE;PA36184;STAT2;GENE;
PA30622;MAPK3;GENE;PA36185;STAT4;GENE;
PA30622;MAPK3;GENE;PA36186;STAT5B;GENE;
PA30622;MAPK3;GENE;PA62;ATP1A1;GENE;
PA93;CAMK2G;GENE;PA248;NFKB1;GENE;
PA93;CAMK2G;GENE;PA27749;ELK1;GENE;
PA93;CAMK2G;GENE;PA28212;FOS;GENE;
PA93;CAMK2G;GENE;PA296;RELA;GENE;
PA93;CAMK2G;GENE;PA30006;JUN;GENE;
PA93;CAMK2G;GENE;PA31353;MYC;GENE;
PA93;CAMK2G;GENE;PA31600;NFKB2;GENE;
PA93;CAMK2G;GENE;PA337;STAT3;GENE;
PA93;CAMK2G;GENE;PA338;STAT5A;GENE;
PA93;CAMK2G;GENE;PA36042;SP1;GENE;
PA93;CAMK2G;GENE;PA36183;STAT1;GENE;
PA93;CAMK2G;GENE;PA36184;STAT2;GENE;
PA93;CAMK2G;GENE;PA36185;STAT4;GENE;
PA93;CAMK2G;GENE;PA36186;STAT5B;GENE;
PA27902;ETS1;GENE;PA30616;MAPK1;GENE;
PA27902;ETS1;GENE;PA30622;MAPK3;GENE;
PA36528;TIMP3;GENE;PA30086;KDR;GENE;
PA28213;FOSB;GENE;PA283;MAPK8;GENE;
PA28213;FOSB;GENE;PA30621;MAPK14;GENE;
PA204;ITGA2;GENE;PA26716;COL3A1;GENE;
PA204;ITGA2;GENE;PA26717;COL4A1;GENE;
PA204;ITGA2;GENE;PA26718;COL4A2;GENE;
PA204;ITGA2;GENE;PA33384;PLCB1;GENE;
PA204;ITGA2;GENE;PA33393;PLCG2;GENE;
PA204;ITGA2;GENE;PA35041;COL1A1;GENE;
PA204;ITGA2;GENE;PA35042;COL1A2;GENE;
PA134885765;SOCS3;GENE;PA36184;STAT2;GENE;
PA305;SCNN1A;GENE;PA134875400;WNK4;GENE;
PA305;SCNN1A;GENE;PA31534;NEDD4L;GENE;
PA305;SCNN1A;GENE;PA33782;WNK1;GENE;
PA28183;FLT4;GENE;PA29444;HRAS;GENE;
PA28183;FLT4;GENE;PA30196;KRAS;GENE;
PA28183;FLT4;GENE;PA31768;NRAS;GENE;
PA28183;FLT4;GENE;PA33304;PIK3C2A;GENE;
PA28183;FLT4;GENE;PA33305;PIK3C2B;GENE;
PA28183;FLT4;GENE;PA33308;PIK3CA;GENE;
PA28183;FLT4;GENE;PA33309;PIK3CB;GENE;
PA28183;FLT4;GENE;PA33310;PIK3CD;GENE;
PA28183;FLT4;GENE;PA33311;PIK3CG;GENE;
PA28183;FLT4;GENE;PA33312;PIK3R1;GENE;
PA28183;FLT4;GENE;PA33313;PIK3R2;GENE;
PA28183;FLT4;GENE;PA33314;PIK3R3;GENE;
PA33392;PLCG1;GENE;PA26097;CASR;GENE;
PA33392;PLCG1;GENE;PA27844;ERBB2;GENE;
PA33392;PLCG1;GENE;PA27846;ERBB3;GENE;
PA33392;PLCG1;GENE;PA27847;ERBB4;GENE;
PA33392;PLCG1;GENE;PA30086;KDR;GENE;
PA33392;PLCG1;GENE;PA33759;PRKCA;GENE;
PA33392;PLCG1;GENE;PA33761;PRKCB;GENE;
PA33392;PLCG1;GENE;PA33763;PRKCD;GENE;
PA33392;PLCG1;GENE;PA33765;PRKCE;GENE;
PA33392;PLCG1;GENE;PA33766;PRKCG;GENE;
PA33392;PLCG1;GENE;PA33767;PRKCH;GENE;
